time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-07-07 05:00:00,2.826,8.297,2.852
2024-07-07 06:00:00,2.835,8.274,2.852
2024-07-07 07:00:00,2.843,8.508,2.861
2024-07-07 08:00:00,2.788,8.432,2.84
2024-07-07 09:00:00,2.751,8.459,2.78
2024-07-07 10:00:00,2.752,8.336,2.778
2024-07-07 11:00:00,2.761,8.103,2.785
2024-07-07 12:00:00,2.768,8.109,2.789
2024-07-07 13:00:00,2.767,8.014,2.794
2024-07-07 14:00:00,2.76,7.907,2.788
2024-07-07 15:00:00,2.767,7.798,2.793
2024-07-07 16:00:00,2.788,7.775,2.809
2024-07-07 17:00:00,2.822,7.783,2.843
2024-07-07 18:00:00,2.846,7.8,2.87
2024-07-07 19:00:00,2.851,7.83,2.879
2024-07-07 20:00:00,2.829,7.879,2.858
2024-07-07 21:00:00,2.792,7.932,2.829
2024-07-07 22:00:00,2.76,8.105,2.787
2024-07-07 23:00:00,2.779,8.192,2.798
2024-07-08 00:00:00,2.804,8.239,2.826
2024-07-08 01:00:00,2.803,8.268,2.826
2024-07-08 02:00:00,2.812,8.332,2.836
2024-07-08 03:00:00,2.821,8.28,2.846
2024-07-08 04:00:00,2.836,8.324,2.857
2024-07-08 05:00:00,2.848,8.393,2.868
2024-07-08 06:00:00,2.859,8.401,2.883
2024-07-08 07:00:00,2.89,8.308,2.914
2024-07-08 08:00:00,2.886,8.296,2.905
2024-07-08 09:00:00,2.805,8.329,2.838
2024-07-08 10:00:00,2.756,8.232,2.785
2024-07-08 11:00:00,2.758,8.21,2.781
2024-07-08 12:00:00,2.769,8.194,2.793
2024-07-08 13:00:00,2.762,8.182,2.791
2024-07-08 14:00:00,2.766,8.182,2.791
2024-07-08 15:00:00,2.761,8.154,2.788
2024-07-08 16:00:00,2.768,8.147,2.79
2024-07-08 17:00:00,2.787,8.168,2.809
2024-07-08 18:00:00,2.832,8.208,2.852
2024-07-08 19:00:00,2.85,8.272,2.874
2024-07-08 20:00:00,2.846,8.332,2.876
2024-07-08 21:00:00,2.818,8.375,2.852
2024-07-08 22:00:00,2.785,8.421,2.817
2024-07-08 23:00:00,2.767,8.46,2.792
2024-07-09 00:00:00,2.814,8.487,2.827
2024-07-09 01:00:00,2.846,8.457,2.879
2024-07-09 02:00:00,2.844,8.425,2.873
2024-07-09 03:00:00,2.845,8.38,2.871
2024-07-09 04:00:00,2.856,8.379,2.877
2024-07-09 05:00:00,2.867,8.348,2.89
2024-07-09 06:00:00,2.896,8.34,2.918
2024-07-09 07:00:00,2.941,8.318,2.956
2024-07-09 08:00:00,2.931,8.249,2.966
2024-07-09 09:00:00,2.848,8.223,2.881
2024-07-09 10:00:00,2.808,8.184,2.826
2024-07-09 11:00:00,2.775,8.11,2.807
2024-07-09 12:00:00,2.772,8.141,2.796
2024-07-09 13:00:00,2.77,8.113,2.8
2024-07-09 14:00:00,2.77,8.113,2.799
2024-07-09 15:00:00,2.77,8.109,2.798
2024-07-09 16:00:00,2.77,8.109,2.797
2024-07-09 17:00:00,2.806,8.113,2.818
2024-07-09 18:00:00,2.863,8.116,2.871
2024-07-09 19:00:00,2.918,8.123,2.936
2024-07-09 20:00:00,2.947,8.105,2.969
2024-07-09 21:00:00,2.944,8.058,2.975
2024-07-09 22:00:00,2.92,8.034,2.953
2024-07-09 23:00:00,2.868,8.099,2.91
2024-07-10 00:00:00,2.837,8.084,2.866
2024-07-10 01:00:00,2.856,8.043,2.87
2024-07-10 02:00:00,2.92,8.033,2.931
2024-07-10 03:00:00,2.944,8.027,2.97
2024-07-10 04:00:00,2.942,8.028,2.969
2024-07-10 05:00:00,2.955,8.03,2.982
2024-07-10 06:00:00,2.973,8.037,2.998
2024-07-10 07:00:00,2.989,8.038,3.012
2024-07-10 08:00:00,2.985,8.024,3.014
2024-07-10 09:00:00,2.98,8.027,3.007
2024-07-10 10:00:00,2.956,8.019,2.982
2024-07-10 11:00:00,2.92,7.959,2.947
2024-07-10 12:00:00,2.88,7.929,2.91
2024-07-10 13:00:00,2.849,7.908,2.88
2024-07-10 14:00:00,2.836,7.908,2.867
2024-07-10 15:00:00,2.831,7.901,2.861
2024-07-10 16:00:00,2.858,7.882,2.869
2024-07-10 17:00:00,2.921,7.85,2.927
2024-07-10 18:00:00,2.976,7.821,2.997
2024-07-10 19:00:00,2.982,7.803,3.01
2024-07-10 20:00:00,2.977,7.816,3.006
2024-07-10 21:00:00,2.976,7.823,3.005
2024-07-10 22:00:00,2.978,7.862,3.006
2024-07-10 23:00:00,2.983,7.884,3.008
2024-07-11 00:00:00,2.982,7.905,3.009
2024-07-11 01:00:00,2.977,7.936,3.006
2024-07-11 02:00:00,2.97,7.964,2.994
2024-07-11 03:00:00,2.972,8.025,3.002
2024-07-11 04:00:00,2.982,8.055,3.009
2024-07-11 05:00:00,2.987,8.064,3.014
2024-07-11 06:00:00,2.983,8.051,3.013
2024-07-11 07:00:00,2.982,8.011,3.011
2024-07-11 08:00:00,2.986,7.968,3.011
2024-07-11 09:00:00,2.98,7.946,3.01
2024-07-11 10:00:00,2.978,7.932,3.004
2024-07-11 11:00:00,2.98,7.928,3.006
2024-07-11 12:00:00,2.974,7.914,3.004
2024-07-11 13:00:00,2.956,7.912,2.991
2024-07-11 14:00:00,2.937,7.911,2.968
2024-07-11 15:00:00,2.926,7.908,2.957
2024-07-11 16:00:00,2.938,7.912,2.96
2024-07-11 17:00:00,2.958,7.928,2.984
2024-07-11 18:00:00,2.979,7.942,3.006
2024-07-11 19:00:00,2.98,7.941,3.008
2024-07-11 20:00:00,2.975,7.966,3.004
2024-07-11 21:00:00,2.974,7.973,3.002
2024-07-11 22:00:00,2.972,7.977,3.0
2024-07-11 23:00:00,2.974,7.99,3.001
2024-07-12 00:00:00,2.977,8.003,3.004
2024-07-12 01:00:00,2.98,8.014,3.007
2024-07-12 02:00:00,2.978,8.021,3.009
2024-07-12 03:00:00,2.982,8.016,3.006
2024-07-12 04:00:00,2.984,7.996,3.008
2024-07-12 05:00:00,2.984,7.949,3.01
2024-07-12 06:00:00,2.985,7.911,3.012
2024-07-12 07:00:00,2.984,7.842,3.011
2024-07-12 08:00:00,2.982,7.772,3.01
2024-07-12 09:00:00,2.981,7.725,3.006
2024-07-12 10:00:00,2.975,7.744,3.003
2024-07-12 11:00:00,2.974,7.774,3.002
2024-07-12 12:00:00,2.979,7.735,3.006
2024-07-12 13:00:00,2.98,7.73,3.007
2024-07-12 14:00:00,2.98,7.753,3.007
2024-07-12 15:00:00,2.976,7.774,3.006
2024-07-12 16:00:00,2.975,7.757,3.005
2024-07-12 17:00:00,2.974,7.735,3.001
2024-07-12 18:00:00,2.968,7.732,2.996
2024-07-12 19:00:00,2.956,7.737,2.987
2024-07-12 20:00:00,2.948,7.733,2.975
2024-07-12 21:00:00,2.952,7.709,2.98
2024-07-12 22:00:00,2.957,7.727,2.987
2024-07-12 23:00:00,2.958,7.741,2.986
2024-07-13 00:00:00,2.959,7.777,2.986
2024-07-13 01:00:00,2.962,7.807,2.989
2024-07-13 02:00:00,2.961,7.82,2.988
2024-07-13 03:00:00,2.932,7.825,2.968
2024-07-13 04:00:00,2.895,7.812,2.927
2024-07-13 05:00:00,2.869,7.801,2.9
2024-07-13 06:00:00,2.864,7.789,2.881
2024-07-13 07:00:00,2.892,7.783,2.914
2024-07-13 08:00:00,2.888,7.777,2.916
2024-07-13 09:00:00,2.939,7.776,2.961
2024-07-13 10:00:00,2.946,7.774,2.977
2024-07-13 11:00:00,2.956,7.77,2.977
2024-07-13 12:00:00,2.96,7.768,2.988
2024-07-13 13:00:00,2.951,7.769,2.98
2024-07-13 14:00:00,2.952,7.778,2.978
2024-07-13 15:00:00,2.95,7.78,2.979
2024-07-13 16:00:00,2.949,7.776,2.983
2024-07-13 17:00:00,2.884,7.771,2.921
2024-07-13 18:00:00,2.874,7.764,2.893
2024-07-13 19:00:00,2.894,7.764,2.922
2024-07-13 20:00:00,2.892,7.772,2.922
2024-07-13 21:00:00,2.894,7.784,2.919
2024-07-13 22:00:00,2.918,7.796,2.941
2024-07-13 23:00:00,2.934,7.806,2.961
2024-07-14 00:00:00,2.942,7.819,2.968
2024-07-14 01:00:00,2.947,7.836,2.973
2024-07-14 02:00:00,2.946,7.838,2.975
2024-07-14 03:00:00,2.946,7.837,2.978
2024-07-14 04:00:00,2.94,7.83,2.969
2024-07-14 05:00:00,2.926,7.815,2.956
2024-07-14 06:00:00,2.922,7.81,2.949
2024-07-14 07:00:00,2.941,7.801,2.965
2024-07-14 08:00:00,2.946,7.794,2.974
2024-07-14 09:00:00,2.948,7.788,2.974
2024-07-14 10:00:00,2.958,7.78,2.978
2024-07-14 11:00:00,3.044,7.756,3.064
2024-07-14 12:00:00,3.067,7.717,3.093
2024-07-14 13:00:00,3.062,7.671,3.092
2024-07-14 14:00:00,3.062,7.613,3.092
2024-07-14 15:00:00,3.054,7.572,3.087
2024-07-14 16:00:00,3.036,7.559,3.071
2024-07-14 17:00:00,3.0,7.55,3.034
2024-07-14 18:00:00,2.948,7.525,2.98
2024-07-14 19:00:00,2.939,7.523,2.967
2024-07-14 20:00:00,2.952,7.533,2.972
2024-07-14 21:00:00,2.956,7.539,2.984
2024-07-14 22:00:00,2.953,7.545,2.981
2024-07-14 23:00:00,2.972,7.554,2.988
2024-07-15 00:00:00,3.013,7.555,3.028
2024-07-15 01:00:00,3.061,7.557,3.085
2024-07-15 02:00:00,3.077,7.565,3.103
2024-07-15 03:00:00,3.081,7.571,3.107
2024-07-15 04:00:00,3.08,7.568,3.108
2024-07-15 05:00:00,3.079,7.56,3.108
2024-07-15 06:00:00,3.077,7.549,3.103
2024-07-15 07:00:00,3.074,7.547,3.099
2024-07-15 08:00:00,3.074,7.545,3.101
2024-07-15 09:00:00,3.068,7.546,3.095
2024-07-15 10:00:00,3.046,7.551,3.086
2024-07-15 11:00:00,3.028,7.55,3.044
2024-07-15 12:00:00,3.068,7.539,3.075
2024-07-15 13:00:00,3.089,7.528,3.115
2024-07-15 14:00:00,3.09,7.523,3.116
2024-07-15 15:00:00,3.084,7.524,3.11
2024-07-15 16:00:00,3.066,7.534,3.074
2024-07-15 17:00:00,3.06,7.536,3.089
2024-07-15 18:00:00,2.997,7.547,3.02
2024-07-15 19:00:00,2.92,7.582,2.962
2024-07-15 20:00:00,2.91,7.614,2.931
2024-07-15 21:00:00,2.924,7.651,2.949
2024-07-15 22:00:00,2.933,7.694,2.966
2024-07-15 23:00:00,2.934,7.728,2.957
2024-07-16 00:00:00,2.91,7.746,2.943
2024-07-16 01:00:00,2.898,7.779,2.925
2024-07-16 02:00:00,2.915,7.812,2.943
2024-07-16 03:00:00,2.934,7.796,2.957
2024-07-16 04:00:00,2.951,7.779,2.973
2024-07-16 05:00:00,2.96,7.773,2.987
2024-07-16 06:00:00,2.986,7.757,3.008
2024-07-16 07:00:00,3.0,7.75,3.016
2024-07-16 08:00:00,2.976,7.742,3.01
2024-07-16 09:00:00,2.928,7.728,2.963
2024-07-16 10:00:00,2.986,7.724,2.99
2024-07-16 11:00:00,3.05,7.725,3.072
2024-07-16 12:00:00,3.069,7.712,3.093
2024-07-16 13:00:00,3.062,7.704,3.094
2024-07-16 14:00:00,3.058,7.696,3.084
2024-07-16 15:00:00,3.068,7.683,3.091
2024-07-16 16:00:00,3.05,7.679,3.086
2024-07-16 17:00:00,2.951,7.672,3.01
2024-07-16 18:00:00,2.917,7.704,2.946
2024-07-16 19:00:00,2.908,7.745,2.931
2024-07-16 20:00:00,2.946,7.771,2.982
2024-07-16 21:00:00,2.93,7.805,2.966
2024-07-16 22:00:00,2.898,7.841,2.929
2024-07-16 23:00:00,2.898,7.884,2.924
2024-07-17 00:00:00,2.936,7.874,2.957
2024-07-17 01:00:00,2.944,7.884,2.973
2024-07-17 02:00:00,2.954,7.883,2.97
2024-07-17 03:00:00,3.02,7.893,3.022
2024-07-17 04:00:00,3.006,7.879,3.052
2024-07-17 05:00:00,2.97,7.89,3.001
2024-07-17 06:00:00,2.938,7.893,2.972
2024-07-17 07:00:00,2.94,7.888,2.962
2024-07-17 08:00:00,2.956,7.882,2.977
2024-07-17 09:00:00,2.984,7.875,3.004
2024-07-17 10:00:00,3.044,7.859,3.064
2024-07-17 11:00:00,3.068,7.837,3.095
2024-07-17 12:00:00,3.08,7.829,3.104
2024-07-17 13:00:00,3.092,7.812,3.118
2024-07-17 14:00:00,3.093,7.812,3.12
2024-07-17 15:00:00,3.087,7.806,3.117
2024-07-17 16:00:00,3.076,7.806,3.102
2024-07-17 17:00:00,3.063,7.816,3.096
2024-07-17 18:00:00,3.002,7.858,3.03
2024-07-17 19:00:00,2.958,7.906,2.99
2024-07-17 20:00:00,2.972,7.952,2.994
2024-07-17 21:00:00,2.921,8.01,2.966
2024-07-17 22:00:00,2.904,8.042,2.932
2024-07-17 23:00:00,2.895,8.11,2.928
2024-07-18 00:00:00,2.894,8.186,2.921
2024-07-18 01:00:00,2.902,8.199,2.922
2024-07-18 02:00:00,2.952,8.207,2.98
2024-07-18 03:00:00,2.971,8.227,2.99
2024-07-18 04:00:00,3.025,8.218,3.03
2024-07-18 05:00:00,2.997,8.174,3.026
2024-07-18 06:00:00,2.985,8.138,3.0
2024-07-18 07:00:00,2.985,8.118,3.018
2024-07-18 08:00:00,2.99,8.081,3.007
2024-07-18 09:00:00,2.983,8.06,2.999
2024-07-18 10:00:00,3.006,8.049,3.026
2024-07-18 11:00:00,3.026,8.027,3.052
2024-07-18 12:00:00,3.048,8.013,3.07
2024-07-18 13:00:00,3.058,7.979,3.084
2024-07-18 14:00:00,3.063,7.958,3.09
2024-07-18 15:00:00,3.058,7.951,3.089
2024-07-18 16:00:00,3.047,7.946,3.079
2024-07-18 17:00:00,3.03,7.96,3.055
2024-07-18 18:00:00,3.017,7.989,3.052
2024-07-18 19:00:00,2.951,8.007,2.982
2024-07-18 20:00:00,2.964,8.046,2.987
2024-07-18 21:00:00,2.968,8.065,3.002
2024-07-18 22:00:00,2.927,8.102,2.958
2024-07-18 23:00:00,2.914,8.164,2.947
2024-07-19 00:00:00,2.92,8.226,2.948
2024-07-19 01:00:00,2.93,8.279,2.952
2024-07-19 02:00:00,2.966,8.283,2.982
2024-07-19 03:00:00,2.98,8.277,3.008
2024-07-19 04:00:00,2.951,8.288,2.98
2024-07-19 05:00:00,2.942,8.293,2.969
2024-07-19 06:00:00,2.953,8.263,2.974
2024-07-19 07:00:00,2.976,8.231,2.997
2024-07-19 08:00:00,3.041,8.217,3.06
2024-07-19 09:00:00,3.044,8.209,3.064
2024-07-19 10:00:00,3.05,8.199,3.064
2024-07-19 11:00:00,3.048,8.195,3.063
2024-07-19 12:00:00,3.038,8.192,3.064
2024-07-19 13:00:00,3.025,8.194,3.052
2024-07-19 14:00:00,3.038,8.194,3.062
2024-07-19 15:00:00,3.057,8.19,3.082
2024-07-19 16:00:00,3.052,8.186,3.084
2024-07-19 17:00:00,3.028,8.201,3.057
2024-07-19 18:00:00,3.04,8.236,3.062
2024-07-19 19:00:00,3.034,8.295,3.079
2024-07-19 20:00:00,2.994,8.407,3.028
2024-07-19 21:00:00,2.962,8.551,2.993
2024-07-19 22:00:00,2.922,8.643,2.975
2024-07-19 23:00:00,2.884,8.742,2.908
2024-07-20 00:00:00,2.912,8.785,2.922
2024-07-20 01:00:00,2.91,8.806,2.942
2024-07-20 02:00:00,2.93,8.774,2.946
